following,answers_number,last_answers,description,title
0,"
6
","

libera ela

,

então deve ser por causa do tempo mudança climáticas

mas isto é normal
ponha um potinho com água perto dela veja se ela não fica exposto ao sol

,

Vai num veterinário, o pessoal do yahoo n intende disso

,

Deixa eu colocar meu pau nela que ela para de abrir e fechar

,

- Faça nossos testes psicológicos e descubra como está sua saúde mental:

http://www.cantosereno.com/testes-canto-...



- Encontre histórias reais de superação da depressão:

http://www.cantosereno.com/category/hist...



- Adquira um de nossos livros:

http://amzn.to/2hLAA8M



Visite: http://www.cantosereno.com/

","
","
Gente minha periquita está muita cansada. OBS: Ela tá no ninho ela fica abrindo e fechando o bico oq eu faço.......😞😞😞?
"
0,"
12
","

Vá no 24 hr e peça uma lavagem no ouvido

,

Pronto socorro imediatamente !Ouvido e muito serio!!

,

vai no hospital

,

vá ao medico urgente

,

Os seguintes comportamentos não são considerados respeitosos pela comunidade do Respostas.


Expressar suas frustrações, vociferar ou usar discurso de ódio.

Bater-papo ou infringir o formato de pergunta e resposta.

Agir de forma obscena ao publicar conteúdo adulto, linguagem explícita ou ameaças de assédio.

,

procure um medico

,

Vai no médico, é mais confiável 7-7.

,

Vai num postinho de saúde que eles resolvem pra vc

,

va a um medico urgente pois ele vai fazer uma lavagem no seu ouvido e ela vai sair

,

1 - Balance a orelha.

2 - Atraia o inseto para fora do ouvido.

3 - Use óleo para mantar o inseto.

4 - xperimente usar um dispositivo de sucção.

5 - Use um conta-gotas ou uma seringa sem agulha para encher o ouvido de água morna.



Nunca use pinça, grampo de cabelo, cotonete ou qualquer outro objeto. O animal só vai entrar ainda mais no canal auditivo e, consequentemente, a remoção será ainda mais complicada. Além disso, você poderá prejudicar o tímpano e causar surdez permanente.

","
quando fui dormir uma borboletinha pequena voou ate meu ouvido e entrou nele,no desespero tentei tirar e sacudir com a cabeça mas ela nao saia e batia mt as asas.Para matar eu pinguei azeite mas ela nao sai de jeito nenhum,ainda continua MORTA e dentro do meu ouvido,o que fazer?
","
Um inseto entrou no meu ouvido o que fazer?
"
0,"
5
","

compra uma seringa e vá a uma pet shop comprar ""papinha"" para alimentar... ai vc da a papinha na seringa (sem agulha, logico)


geralmente farelo de milho com agua (para virar uma massa) resolve


acho que abrir e fechar o bico é normal viu!!

,

Liga na Guarda Municipal que eles enviam uma viatura, retiram a ave e levam para ser cuidada por Vets Especialistas :D

,

Já tentei salvar DEZENAS de andorinhas, e no fim TODAS morreram. Esta dificilmente irá sobreviver.

,

..

,

Ele não está fazendo seu típico som não???

","
","
Achei um filhote de andorinha,mas hj percebi que ele fica abrindo e fechando o bico não é como se tivesse pedindo comida,tô preocupada apegd?
"
0,"
5
","

2pts

,

Aos poucos.

,

Não sei ajudar nisso

,

Ola a todos! Vinha pedir a vossa ajuda pois ontem meu avô me ofereceu dois agapornis, um macho e outra femea. Dei lhes tudo o que precisavam e me aconselharam. Vou la varias vezes ao dia e falo com eles, canto para eles mas sempre que eu começo a surgir no corredor, eles rapidamente vao para o seu sitio mais seguro e que eles gostam mais na gaiola e..

","
Ola a todos!
","
O que fazer para que os nossos agapornis nao tenham medo de nos e nao fujam e se escondam quando nos aproximamos?
"
0,"
8
","

Porque você está chapado meu bem

,

Nasceram com essa habilidade, mas nem todos conseguem.

,

Nem toda ave com asa voa, avestruz não voa, e nem galinha.

,

Hã aves que voam, que não voam, e até as que nadam. Cada um desenvolveu a habilidade necessária para sobreviver.

,

Pq eles não andam?

,

Por causa das assas

,

Pq não sabem nadar.

","
","
Porque os passaros voam?
"
0,"
7
","

Deixe ele te morder e daí vira vampiro e todas gatas vão se apaixonar por você, caso contrário chame o batman

,

Pede ajuda para o Batman.

,

TENTA APAGAR A LUZ, QUALQUER COISA CHAME O BOMBEIRO, DISQUE 193

,

Cuidado

,

PEDE PRA ELE POR GENTILEZA SE RETIRAR DE LÁ..

,

Joga agua .. joga um cabo de vassoura..

,

Fica batendo a porta da sacada pra assustar ele.

","
gente, entrou um morcego na sacada daqui de casa e ele ta la a um tempão, é um filhote mas mesmo assim tenho muito medo... oq fazer pra ele se espantar e ir embora?
","
Tem um morcego aqui na sacada, como espantar ele?
"
0,"
7
","

Pode levar seu bichinho sim, estando arejado está ótimo.

,

Não tem problema, melhor seria se fosse em uma gaiola com água. coloca em um lugar areado, mas sem vento. Se ficar com medo assim mesmo, pede para um veterinário te dar um atestado de saúde para o caso da polícia te questionar. Diz que é um bichinho de estimação.

,

Sim.

,

Vamos ficar muitos dias fora, é impossível deixá-la sozinha... Só queria que respondesse a minha pergunta não ficar se intrometendo!

,

Poupe a coitada desse estresse!

,

Se o motorista ver não vai deixar, complica até ele, é crime ambiental !

,

Pra que levar a codorna ? Deixa o bicho em casa msm, só deixar água e comida..

Frescura , Jesus amado..

Levar uma codorna pra viajar, só que faltava ..

","
Minha irmã tem uma codorna e quer levar ela pra viajar... Ela vai levá-la em uma caixa bem arejada... Tem perigo de sermos multados? Iremos de carro!
","
Posso viajar com uma codorna?
"
0,"
7
","

O ovo. Já havia o ovo antes de existir a galinha. Por exemplo: os répteis botavam ovo. As aves vieram depois dos répteis. Na verdade as aves são evolução de um tipo de réptil. Há prova fóssil.

,

Galinha

,

A galinha não precisa do galo para se reproduzir.

Pela visão evolucionista foi ovo, mas pela visão criacionista foi a galinha.

,

o ovo pq os ancestrais da galinha nasceram do ovo

,

O ovo.

,

A galinha.

Deus criou primeiro o animal pra depois ele produzir

","
O galo :DDD
","
Quem veio primeiro, o ovo ou a galinha?
"
0,"
4
","

Conheço sua namorada!

,

é mulher ?

,

7 copa

,

nao paga nem um jantar antes?

","
","
Me passr o zap?
"
"
1
","
5
","

Leve ao veterinário e não movimente muito Oky? e procure mais informações de profissionais

,

Leve no veterinario

,

veterinário

,

Sou a autora da pergunta pior q tenho medo de machuca ela ao colocar a tala e nao tenho gaiola

,

Tente colocar uma tala, enquanto ela se recupera é bom colocar em uma gaiola para ela não tentar voar. boa sorte

","
","
Oi pessoal minha gata pego uma pombinha rolinha so nao mato porque corri e peguei ela so q a pombinha quebro a asa.como faso pra curar?
"
0,"
4
","

A Galinha. Deus criou o homem e a mulher. Depois eles se multiplicaram. Deve ter sido o mesmo caso da galinha através dos ovos e se multiplicaram.

,

https://www.youtube.com/watch?v=Ij0e9v2aq6w

,

A sua mãe.

","
","
Quem nasceu primeiro o ovo ou a galinha?
"
0,"
11
","

o vizinho deles tem olhos azuis?

,

E os Antepassados? Se puxou algum pode ser possível sim, lembre-se da herança genética. Sorte.

,

Algum dos avós pode ter olhos azuis, por isso.

,

.

,

Minha prima tem os pais com olhos castanhos, mas o avô tem olho azul. E ela nasceu com olho azul. Agora se não tiver ninguém na família, geração nenhuma tiver olho azul, não tem como

,

Estude sobre fenótipo e genótipo

,

Basta que os pais tenham o genes.

,

Não é possível

,

Alguém pulou a cerca nessa relação meu bem,
alguém pulou a cerca

","
","
Como e possivel alguem nascer com olho azul sem ter pai e mae do olho azul?
"
0,"
6
","


https://www.youtube.com/watch?v=DIVBSn4U...


,

Is it a new sweater, or your old one just turned to red?

Are you menstruating right now, or your future child is now born dead?

Can I practice for an hour, my favorite hobby on your head?


I just need your scalp, and one of your eyes in my hand.

,

O peso é igual ao churros de pedra que foi ****** pelos americanos que fundaram a cú cú clan

,

Já tomou seu remédio hoje?

,

Que?

,

O

","
","
Tinham dois cavalos voadores. Um era azul e o outro foi para direita. Qual o peso da girafa, sabendo que a formiga anda?
"
0,"
7
","

30mim a 1h o que voce nao pode e fazer esfosso

,

40 minutos

,

1 hora e meia.

,

Quem vai andar é vc ou o cavalo, arrego pô claro q vc pode andar

,

z

,

.

","
Quanto tempo depois de almoçar (comendo pouco) (tipo, frango, arroz e batata) posso andar de cavalo?
","
10 PONTOS NA HORA+5 ESTRELASSS!!!!!!?
"
0,"
8
","

Olá! Se foram abandonados, você pode cuidar deles em sua propriedade. Até porque eles estão correndo riscos.

,

cuide deles e denuncie você caso eles judiam de um animal

,

Cuida deles e chama a prefeitura pra explicar a situação. E se quiser você pode ver pra ficar com eles e tal.

,

Acho que ele vai acabar reclamando à polícia. Sinto muito, tente falar com ele e oferecer o teu terreno como abrigo, pode ser que dê certo. Se eles foram abandonados mesmo, guarde-os, mas tenha em mente que o dono pode voltar e causar embaraço.

,

se pegar vc pode acabar arrumando alguma dor de cabeça mesmo tendo boa intenção o melhor é comunicar algum instituição de proteção aos animais

,

Se foram abandonados pode colocar para suas terras.

O CCZ dá destino à eles caso queira.

,

- Se não é seu... Não pode sair pegando...

Ligue p/ a Polícia Ambiental/ Florestal...

","
Eu posso pega-los e colocar no meu terreno? aparecem alguns molques da rua e querem monta-los mas judiam e não alimentam os cavalos...como ja me ameaçaram queria saber se eu posso cuidar dos cavalos ou vão me denunciar?
","
Um senhor abandonou varios cavalos na rua e agora eles ficam atras do meu sitio?
"
0,"
5
","

É igual ao tempo que leva o término do processo de refogamendo do repolho da dona Capivara

,

Pergunta no posto ipiranga!

,

Levando em conta tudo isso, já que não interferem em nada dois cavalos voarem, ser azul e ir para a direita e a formiga andar, o peso da girafa varia de 950 a 1.300 kg.

,

...

,

Falta do que fazer... Sim ou com certeza?

","
","
Existe 2 cavalos voadores, um azul e o outro foi para direita, qual o peso da girrafa sabendo que a formiga anda ?
"
0,"
5
","

Moderadamente pode sim.

,

- Não é uma boa, não...

Até porquê, algumas possuem ""leite""...

Isso pode agredir o estômago...

Os melhores alimentos p/ o cavalo, é a grama comum... E uma ração balanceada (só p/ suprir a provável falta de algum nutriente)...

Se o bicho não conseguir digerir aquilo direito (à exemplo da tal folha), pode ter uma cólica grave, vindo seguida de uma torção gástrica... Tendo como melhora, somente o tratamento cirúrgico...

Creio que seja melhor não arriscar...

,

De modo que se os homens filosofaram para se libertarem da ignorância, é evidente que buscavam o conhecimento unicamente em vista do saber e não por alguma utilidade prática

,

Eu busco o máximo de prazer e o mínimo de dor.

,

Aprendi o silêncio com os faladores, a tolerância com os intolerantes, a bondade com os maldosos. E, por estranho que pareça, sou grato a esses professores.

","
","
Cavalo pode comer as folhas de pé de manga ?
"
"
1
","
17
","

Quer engravidar a trouxa e se mandar.

,

Quer pegar AIDS.

,

Ele é irresponsável!!!

,

É casado.

,

É pq o mesmo ser escravoceta e está tão desesperado por sexo, que esquece de arrumar camisinha.

,

😱

,

deve ser um casal de deficientes mental

,

Quer se ferrar!!

,

Faz a garota engravidar e dar um pé na bunda

,

É bem mais gostoso

","
COMPLETEM A FRASE
","
Quando o car.a quer fazer se.xo sem camisinha é pq ...?
"
0,"
5
","

Cela

,

Freio

,

Se chama Antolhos

,

Não usam nada, a visão deles é essa

","
Como é o nome daquilo que os cavalos usam para não olharem para os lados, só enxergar oq ta na frente?
","
Como é o nome daquilo que os cavalos usam?
"
0,"
5
","

rosa claro, como os mamilos de Charlotte Stokelly, deliciosa linda princesa celta

,

¯\_(ツ)_/¯

,

ronco.

,

Rosa fraco

","
","
Branco com rosa da que cor?
"
0,"
7
","

Termine e não chore. Ele não merece suas lágrimas.

,

BOM, ACHO Q VC DEVERIA SAIR E CONHECER PESSOAS NOVAS. VA EXTRAVASAR UM POUCO.

,

Vc esta sendo traida, fatoo

,

Cara, eu sinto o mesmo sentimento, esse vazio, mas não há muita coisa que possamos fazer, a não ser ficar sentado sem fazer absolutamente nada, e aceitar que as pessoas sempre um dia vão te deixar na mão.

,

Só o número não é motivo de terminar

,

Quando ocorrerem situações assim, não desabafe co.m amigos porque alguns podem acabar se aproveitando da sua ''fragilidade'', e o simples fato de eles AINDA estarem cultivando uma amizade contigo apesar de você está namorando já indica que, no fundo, eles sempre tiveram uma leve atração por você, nesses casos, o jeito é guardar sua TROUXISSE (isso mesmo, é a verdade) para si mesma, pois ao mesmo tempo que esse vagabundo escolheu agir assim, você também escolheu namorar um cara do nível dele, na boa, no começo dói, mas depois passa, pois acredite em mim, ele é só mais um no meio de vários como ele, pense assim e também pense que você se livrou de uma boa.

,

Está certinha!

","
Gente eu descobri e meti a mao na cara dele ...ele foi embora e eu nao consigo para de chorar...agr eu nao tenho amigos pk todos moram longe nao tenho com quem desabafa que dor horrivel 😭
","
GENTE EU DESCOBRI QUE MEU NAMORADO PASSO O NUMERO DELE PRA OUTRA TA DOENDO DEMAIS OQUE FAZER?
"
0,"
4
","

o espécie mesma, se diz cavalo marinho tanto para fêmea quanto pro macho. O que muda é somente o sexo e o organismo.

,

Seu critério não corresponde a nenhuma pergunta.

,

Claro que é... Porque esses dias eu vi uma leoa marinha. E eu observei um detalhe,. Ela tinha os cílios viradinho pra trás. (Pra reforçar que era uma menina).

,

Acertô,miserávi!!!

","
","
Feminino de cavalo-marinho é égua-marinha?
"
0,"
12
","

os índios, os portugueses quando vieram pro Brasil, aqui já era colonizado pelos índios

,

Francisco Totonho

,

os indios, mais dizem q foi pedro alvares cabral

,

Eu

,

pedro alvares

,

fdfddfdf

,

Os indígenas
. Maa dizem que foi Pedro Álvares Cabral

,

Foi tú

,

Pedro Alvares Cabral

,

Pedro Alvares Cabral

","
","
Quem descobriu o brasil?
"
0,"
10
","

na verdade chamam os grandes de gabiru só os pequenos de catitas

,

Deveriam chamar de Temer , Aécio, Lula , Meireles , etc.

,

PQ ELES SAO SUJOS IGUAL OS PTS

,

Nunca ouvi esse negocio antes

,

?

,

depende do lugar, eu sou do goias, e chamo de rato normal.

,

nunca ouvi esse nome

,

Brasileiros não chamam ratos e camundongos de catitas.

,

Olá linda tarde.

Esse é um apelido carinhoso por serem doméstico.


LEIA:


O camundongo ou rato-doméstico ou ainda murganho (Mus musculus) é uma espécie de ... No Brasil é também chamado de calunga, calungo, catita, catito.

,

aqui no ceara é um apelido engraçado


''lá vem a catita''

","
Porque os brasileiros chamam os ratos e camundongos de catitas?
","
Porque os brasileiros chamam ratos e camundongos de catitas?
"
0,"
8
","

Oi Isadora, eles devem ter nascido flácidos, faça exercícios físicos para endurece los, ou faça uma cirurgia plástica.Boa sorte.

,

Tu é um metamorfo desgraça? Uma hora é homem, outra é mulher kkkkkkkkkk


Bom dia!

,

KKKKKKKKKKKKKKKKKKKKKKKK tetola caída

,

Se ame do jeito que é ,e pelo amor de D ,você deixar alguém chupar seus seios não vai dei chalos caídos ou flácidos,aproveita mais a vida e seus momentos íntimos ,não se arrependa de nada se esse prazer não magoa outra pessoa ou você quer guarda pro caxão lei isso e se valorize :
bit.ly/qualquerhomemseconquista

,

Belo poema

,

Tem que por silicone

,

Normal

,

Que triste.

","
","
Meu peito nunca foi chupado, nunca foi lambido mas nasceu caido?
"
0,"
6
","

Cavalo-marinho-fêmea.

,

NÃO E CAVALO-MARINHO FÊMEA

,

Cavalo , femeia

,

Está tentando uma resposta descente? Eu acho que é cavalo-marinho fêmea.

,

Deve ser

,

kkkkkkkkkkkkkk

","
","
Feminino de cavalo-marinho é égua-marinha?
"
0,"
5
","

Se vc gostar de fazer cavalgadas com amigos opte pelo mangalarga, ele é mais cômodo e macio, se o objetivo for brincar em locais pequenos fazendo provas de tambor, baliza, laço opte pelo quarto de milha. Os dois são dóceis, porém essas características são as que os diferenciam.

,

Eu tive ambos e não senti diferença no caráter e no companheirismo.

Meu próximo cavalo vou escolher de outra forma que talvez vc goste, vou no CCZ de sp e adotar o primeiro 'pangaré' que se apaixonar por mim, pois o que me interessa é a relação de amizade.

Cavalos são companheiros incríveis, depois da minha última visita no CCZ... Fiquei até penalizada por ter deixado o cavalo para trás... Eles vieram de péssimas condições, são carentes, mansos, resistentes e lindos

,

Veterinário urgente

,

Não sei. não entendo de cavalo.

Apenas sei que o mangalarga é mais ""macio"" pra andar e cavalgar.

,

Destaque especial

","
Me chamo Dyésser e tenho 13 anos
","
Estou pensando em comprar um cavalo , meu pai disse que é melhor o mangalarga mais eu quero um quarto de milha qual vcs escolheriam e pq ?
"
0,"
5
","

Deixa os bichinhos pra que vc quer matar eles? Eles n fazem mal a ninguem.

,

sei lá meu fio

,

O cheiro do gambá já é impossível amigo, êta bicho que cheira mau.

,

Só conheço o veneno da lata!

,

tem um caseiro

","
","
Existe veneno de gambá? onde encontrar?
"
0,"
5
","

Selma, deixa a coelhinha no lugar que ELA escolheu para ter os filhotes. Nesse momento e importante que ela fique com eles onde esta. Se esta tudo bem, e nao correm risco entao esta tudo certo. Depois mais pra frente vc ve o que vai fazer.

,

e caixa de papelão? Gov't is killing you at night with high frequency electricity. Theotokos Virgin Mary gave prayers to ""Schema-nun Antonia"" on how to save aborted babies from hell. If you pray these prayers diligently, aborted babies are released from hell. On each painted nail there are 40 demons. Smoking is censer to the devil. Using foul language calls upon Pagan deities (aka demons); Holy Spirit departs on 7 meters. People who use drugs see demons who cleverly disguise themselves as ghosts and aliens. America will be last country to switch to Euro (antichrist's world currency). Contraceptives = abortion; using contraceptives for 1 year = 5 aborted kids. Miscarriages happen because of high heels; cesarean because of tight pants (second generation cesarean will be infertile). Unbaptized aborted/miscarried/unborn babies burn in hell for 33 and a half years; if pregnant, keep the kid and deliver at home because kids are chipped using IVs and vaccines in hospitals. Dentists and doctors chip patients secretly. Ultrasound leads to mark of the beast; don't do ultrasound, please. Abortion leads to breast cancer; a demon is released from hell for each aborted kid. Dogs can become possessed; don't keep dogs inside you home [Pelageya of Ryazan]. Walmart has technology to administer mark of the beast to those who have cat bacteria in their stomachs; stay away from cats [Afanasiy Sidyachiy]. Next false flag is the Statue of Liberty. Above earth there is ice (hemisphere); when rockets go up they bring ice down from upper sky to lower sky; ice stuck in lower sky will fall on us during Apocalypse. Earth is flat; earth stands on 3 pillars (the Most Holy Trinity); pillars stand on water at zero Kelvin; underneath this ice there is a bubble; and then the abyss. Zodiac is planetary prison of demons; don't believe in horoscopes or you'll exhibit the traits of the trapped demons. Most thoughts and dreams are from demons; demons never do good. Sleep fully clothed; pray the Jesus prayer. Pray to your guardian angel to have normal sleep. Vyacheslav Krasheninnikov was the last prophet before Apostle John (who wrote the Book of Revelation), Enoch, Elijah, resurrected Seraphim of Sarov, and resurrected Sergius of Radonezh will preach against the antichrist. Humans were created about 7525 years ago. Birds participate in time creation. It's a sin to kill birds. Dinosaurs live under our level; they will get out through sinkholes and lakes; to kill them, go for their nerves. Save the birds; but kill the dinosaurs. First dinosaur will come out of Volga River in Russia. Scientists don't see dinosaurs under our level because of radiation. Sinkholes happen because people dig for resources underground and because earth is heating up. Demons grow human skin (from a sample taken during abduction) and put it on so as to look like us. Demons will invite people to be healed inside their UFOs; those who go will be like zombies after. Gov't provides demons with diamonds and allows demons to abduct people. If you're being abducted, slowly pray the Jesus prayer. Don't panic. Demons use diamonds and souls to power their UFO craft. The bigger the diamond, the more it lasts. Demons have 4 UFO bases: 1)moon 2)inside fake mountain Kailash in Tibet 3)in lake Baikal in Russia 4)in Atlantis which is underneath the Mariana Trench in Pacific Ocean. There are no aliens. Nobody lives on other planets. Airplanes that go down are hit by demons because they need the airspace to fight Jesus. Antichrist is pale with red eyes. He's possessed by Satan since he's 12 years old [Lavrentiy Chernigovskiy]. He flies super fast; deceived people will say: ""Christ is here; Christ is there"" when he's flying from one city to the next very fast. He wears gloves to hide long nails. He's surrounded by demons who appear as angels of light. Antichrist will trick people that he can do mountain moving and resurrection using holograms; fire from the sky is real because of pollution gases in the atmosphere. Antichrist will have food only for 6 months; then he will feed his 666ed people flour from mashed up turtles (Tavrion Batozskiy), but this won't be enough because 666ed people are 10 times as angry and 7 times as hungry as normal people even though 666ed people became shorter (3-4 feet tall = 80 - 120 cm) because nanochips do function of organs (organs diminish) [Nilus Myrrhgusher]. If you have a lot of nanochips in your forearm, then you will not be able to make proper Orthodox sign of the cross (last mercy for you will be to cut your forearm off). Nanochips are sprayed by the gov't using chemtrails; they're also in gov't food and medicine; so, eat food from your own garden. In case garden is destroyed by ice from the sky, have chickens for eggs and goats for milk (Paisios). Lipstick contains cells of aborted fetuses, dog fat, and placenta; human flesh is in McDonalds, Pepsi, toothpaste, antiaging, anticancer, vaccines, perfume, etc.; that's why you should not be using anything that modern society has to offer. You're better off hiding within a 10-12 people group in order to escape Apocalypse. During Apocalypse, Chrtistians will eat dirt from under pussywillowtree as it's filled with tears of Theotokos Virgin Mary; this water will flee if a 666ed person tries to get it. Barcode is Druid black magic curse; QRcode is Mayan curse; when food is scanned, it becomes dead because laser is a substance from demons. Don't go into a UFO to be healed by demons. Green 666 is given by isotope rays on wrist or forehead when people stretch hands to receive small plastic grey card with no name on it (World Passport). It doesn't just have to be during this procedure (could be anything you sign up for or anywhere where there is a secret scanner); biometrics (fingerprints, eyes scan) or getting picture for passport are very dangerous because they could mark you secretly. Gabriel Urgebadze said that they do it on index finger when they scan your finger. Basically, try to avoid new documents at all cost. Police will microchip and isotope ray people on highways. Chipped people will be influenced by computers to take grey plastic card; but when they do, green mark by isotope rays is given on forehead/wrist. Food stores will isotope ray people too. Antichrist will also release prisoners to mark people. Reject 666 at all cost because it leads to permanent hell. If you're about to be marked, pray the Jesus prayer. Hide with Orthodox Christians to escape 666; leave all electronics behind so that antichrist's minions can't track you; burn documents because they're from Satan. The Most Holy Trinity gives you a name during baptism; devil gives an antiname during antibaptism (ex. Social Security Number). People who die with these Satanic documents go to concentration camp in hell to await Final Judgement; once the BEAST Computer is burned down, souls will be released for Final Judgement. That's why you should give back documents of your deceased relatives back to the gov't so that the gov't cancels these digital antichristian names given during antibaptism by the beast system; or just burn these documents because gov't could get upset and could send demons to mark you because of this outright act of defiance. Prophecy from half a millenium ago describes Final Judgement like this: Jesus was very upset with people who had little boards (plastic cards) in their hands because they wanted discount from the antichrist. Give to charity in the name of Archangel Michael; he rescues people from temporary hell twice a year [at midnight between September 18 and September 19 and similarly on November 20-21; pray at these times on your knees remembering the deceased by names (adding ""and relatives by flesh up to Adam"") so that they are rescued if they're in hell] (or brings them up a level, that is, to a level with less punishment; eventually, people are freed). Feed the pigeons; when pigeons bow down, people are saved from temporary hell. It's a big sin to remember the dead with wreaths (because demons put these wreaths on their necks if they're in hell with their hands tied up behind their back while hanging by their hands), meat, alcohol, sweets, and worldly music. Demons print icons on saints in newspapers so that you throw these newspapers in the trash blaspheming these saints. Crosses on soles of shoes and back of pants are blasphemy. Demons make carpets with crosses and put them on sidewalks so that people walk on crosses. Playing cards mock how Jesus suffered on the cross: clubs (cross on which Jesus was crucified), diamonds (four nails Jesus was crucified with), hearts (sponge with vinegar that Jesus was given to drink), spades (spear with which Jesus was pierced). Cremation is devil worship; only blasphemers such as Lenin should be burned; if Lenin is buried, earth will be polluted, and China will attack Russia because of this. After China attacks Russia, Ruski Orthodox Tsar (shown by resurrected Seraphim of Sarov) will come to power in Russia; this Tsar will slay traitors inside church and gov't; as a result, Russia will be the only country not under the antichrist. Ecumenism has 263 heresies; each heresy leads to hell. In 2006 in Moscow (that's why Moscow will sink), representatives from most religions signed a document where it says that all religions worship the same Supreme Being [aka the devil]. Priests who participate in ecumenism will have Pagans walking on their heads in hell. Arkhimandrite Antonin Kapustin left a prophecy that John the Baptist's living space will become a church and it will be blessed by forerunner of antichrist; Patriarch Kirill of Russia blessed this church. When priests pray for current gov't (instead of praying for future Tsar), Jesus gets up from His throne and turns His back to them. Forgive me.

,

Se for possível não remover, é melhor.

,

Se onde estiver o ninho for um lugar ruim (frio, úmido, perigoso,...) tente pegar os filhotes sem tocar, por baixo, com um paninho. e coloque todo o forro da ninho original no novo ninho. E saiba que o papelão vai durar pouco pois ela vai roer bem.

,

amanhã.

","
","
Pessoal minha coelha criou e eu achei seu ninho hj posso pegar eles e colocar em um ninho feito de caixa de papelão?
"
